rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2259,1200,Real Estate,Naomi Azrieli,"57,0",Canada,Toronto,Real estate,Real Estate,Canada,nan,False,D,F,9/26/1965 0:00,Azrieli,Naomi,nan,4/4/2023 5:01,nan,nan,"1965,0","9,0","26,0","116,76","1,9",1.736.425.629.520 ,"68,9","100,9","81,9","12,8","24,5","36991981,0","56,130366","-106,346771"
2259,1200,Real Estate,Sharon Azrieli,"62,0",Canada,Montreal,Real estate,Real Estate,Canada,nan,False,D,F,8/4/1960 0:00,Azrieli,Sharon,nan,4/4/2023 5:01,nan,nan,"1960,0","8,0","4,0","116,76","1,9",1.736.425.629.520 ,"68,9","100,9","81,9","12,8","24,5","36991981,0","56,130366","-106,346771"
2259,1200,Energy,Bai Houshan,"59,0",China,Ningbo,Lithium battery,Energy,China,nan,True,D,M,1/1/1964 0:00,Bai,Houshan,nan,4/4/2023 5:01,nan,nan,"1964,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Finance & Investments,Thomas Bailey,"86,0",United States,Aspen,Money management,Finance & Investments,United States,nan,True,E,M,1/1/1937 0:00,Bailey,Thomas,nan,4/4/2023 5:01,Colorado,West,"1937,0","1,0","1,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Healthcare,Bernhard Braun-Luedicke,"46,0",Germany,Melsungen,Medical technology,Healthcare,Germany,nan,False,D,M,1/1/1977 0:00,Braun-Luedicke,Bernhard,nan,4/4/2023 5:01,nan,nan,"1977,0","1,0","1,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
2259,1200,Healthcare,Eva Maria Braun-Luedicke,"36,0",Germany,Melsungen,Medical technology,Healthcare,Germany,nan,False,D,F,1/1/1987 0:00,Braun-Luedicke,Eva Maria,nan,4/4/2023 5:01,nan,nan,"1987,0","1,0","1,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
2259,1200,Healthcare,Friederike Braun-Luedicke,"39,0",Germany,Melsungen,Medical technology,Healthcare,Germany,nan,False,E,F,1/1/1984 0:00,Braun-Luedicke,Friederike,nan,4/4/2023 5:01,nan,nan,"1984,0","1,0","1,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
2259,1200,Real Estate,Jeffrey Cheah,"78,0",Malaysia,Kuala Lumpur,Property. healthcare,Real Estate,Malaysia,nan,True,D,M,3/30/1945 0:00,Cheah,Jeffrey,nan,4/4/2023 5:01,nan,nan,"1945,0","3,0","30,0","121,46","0,7",364.701.517.788 ,"45,1","105,3","76,0","12,0","38,7","32447385,0","4,210484","101,975766"
2259,1200,Food & Beverage,Chen Xianbao & family,"63,0",China,Hefei,Food,Food & Beverage,China,nan,True,D,M,5/19/1959 0:00,Chen,Xianbao,nan,4/4/2023 5:01,nan,nan,"1959,0","5,0","19,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Healthcare,Cheng Xianfeng,"54,0",China,Hefei,Pharmaceuticals,Healthcare,China,nan,True,D,M,12/1/1968 0:00,Cheng,Xianfeng,nan,4/4/2023 5:01,nan,nan,"1968,0","12,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Fashion & Retail,Chung Yong-jin,"54,0",South Korea,Seoul,Retail,Fashion & Retail,South Korea,Shinsegae,False,D,M,9/19/1968 0:00,Chung,Yong-jin,nan,4/4/2023 5:01,nan,nan,"1968,0","9,0","19,0","115,16","0,4",2.029.000.000.000 ,"94,3","98,1","82,6","15,6","33,2","51709098,0","35,907757","127,766922"
2259,1200,Service,Darwin Deason,"82,0",United States,Dallas,Software,Service,United States,nan,True,D,M,5/14/1940 0:00,Deason,Darwin,nan,4/4/2023 5:01,Texas,South,"1940,0","5,0","14,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Fashion & Retail,Diego Della Valle,"69,0",Italy,Sant'' Elpidio A Mare,Shoes,Fashion & Retail,Italy,nan,False,D,M,12/30/1953 0:00,Della Valle,Diego,nan,4/4/2023 5:01,nan,nan,"1953,0","12,0","30,0","110,62","0,6",2.001.244.392.042 ,"61,9","101,9","82,9","24,3","59,1","60297396,0","41,87194","12,56738"
2259,1200,Manufacturing,Ashwin Desai,"71,0",India,Surat,Specialty chemicals,Manufacturing,India,nan,True,N,M,9/18/1951 0:00,Desai,Ashwin,nan,4/4/2023 5:01,nan,nan,"1951,0","9,0","18,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2259,1200,Media & Entertainment,Richard Desmond,"71,0",United Kingdom,London,Publishing,Media & Entertainment,United Kingdom,nan,True,D,M,12/8/1951 0:00,Desmond,Richard,nan,4/4/2023 5:01,nan,nan,"1951,0","12,0","8,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
2259,1200,Fashion & Retail,Ding Shui Po,"52,0",China,Quanzhou,Sneakers. sportswear,Fashion & Retail,China,nan,False,D,M,11/1/1970 0:00,Ding,Shui Po,nan,4/4/2023 5:01,nan,nan,"1970,0","11,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Fashion & Retail,Sefik Yilmaz Dizdar,"85,0",Turkey,Istanbul,Fashion retail,Fashion & Retail,Turkey,nan,True,U,M,3/16/1938 0:00,Dizdar,Sefik Yilmaz,nan,4/4/2023 5:01,nan,nan,"1938,0","3,0","16,0","234,44","15,2",754.411.708.203 ,"23,9","93,2","77,4","17,9","42,3","83429615,0","38,963745","35,243322"
2259,1200,Media & Entertainment,Mathias Doepfner,"60,0",Germany,Potsdam,Media,Media & Entertainment,Germany,nan,False,D,M,1/15/1963 0:00,Doepfner,Mathias,nan,4/4/2023 5:01,nan,nan,"1963,0","1,0","15,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
2259,1200,Manufacturing,Farhad Ebrahimi,"84,0",United States,Denver,Solar panels,Manufacturing,United States,nan,True,N,M,1/1/1939 0:00,Ebrahimi,Farhad,nan,4/4/2023 5:01,Colorado,West,"1939,0","1,0","1,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Diversified,Jose Roberto Ermirio de Moraes,"65,0",Brazil,Sao Paulo,Diversified,Diversified,Brazil,nan,False,D,M,11/30/1957 0:00,Ermirio de Moraes,Jose Roberto,nan,4/4/2023 5:01,nan,nan,"1957,0","11,0","30,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
2259,1200,Diversified,Jose Ermirio de Moraes Neto,"70,0",Brazil,Sao Paulo,Diversified,Diversified,Brazil,nan,False,D,M,6/17/1952 0:00,Ermirio de Moraes Neto,Jose,nan,4/4/2023 5:01,nan,nan,"1952,0","6,0","17,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
2259,1200,Manufacturing,Fang Hongbo,"56,0",China,Shunde,Home appliances,Manufacturing,China,nan,True,D,M,1/1/1967 0:00,Fang,Hongbo,nan,4/4/2023 5:01,nan,nan,"1967,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Manufacturing,David Feffer,"66,0",Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,nan,False,D,M,11/13/1956 0:00,Feffer,David,nan,4/4/2023 5:01,nan,nan,"1956,0","11,0","13,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
2259,1200,Manufacturing,Zsolt Felcsuti,"51,0",Hungary,nan,Manufacturing,Manufacturing,Hungary,nan,True,N,M,5/26/1971 0:00,Felcsuti,Zsolt,nan,4/4/2023 5:01,nan,nan,"1971,0","5,0","26,0","121,64","3,3",160.967.157.504 ,"48,5","100,8","75,8","23,0","37,9","9769949,0","47,162494","19,503304"
2259,1200,Fashion & Retail,Ben Francis,"30,0",United Kingdom,Birmingham,Fitness clothing,Fashion & Retail,United Kingdom,nan,True,N,M,6/4/1992 0:00,Francis,Ben,nan,4/4/2023 5:01,nan,nan,"1992,0","6,0","4,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
2259,1200,Fashion & Retail,Gary Friedman,"65,0",United States,Belvedere,Furniture retail,Fashion & Retail,United States,nan,True,D,M,8/6/1957 0:00,Friedman,Gary,nan,4/4/2023 5:01,California,West,"1957,0","8,0","6,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Metals & Mining,Dan Gertler,"49,0",Israel,Bnei Brak,Mining,Metals & Mining,Israel,nan,False,E,M,12/23/1973 0:00,Gertler,Dan,nan,4/4/2023 5:01,nan,nan,"1973,0","12,0","23,0","108,15","0,8",395.098.666.122 ,"63,4","104,9","82,8","23,1","25,3","9053300,0","31,046051","34,851612"
2259,1200,Manufacturing,Balkrishan Goenka,"56,0",India,Mumbai,Textiles,Manufacturing,India,nan,True,D,M,8/15/1966 0:00,Goenka,Balkrishan,nan,4/4/2023 5:01,nan,nan,"1966,0","8,0","15,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2259,1200,Finance & Investments,Lawrence Golub,"63,0",United States,New York,Private equity,Finance & Investments,United States,nan,True,E,M,10/3/1959 0:00,Golub,Lawrence,Investor,4/4/2023 5:01,New York,Northeast,"1959,0","10,0","3,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Manufacturing,Saroj Rani Gupta,"72,0",India,Delhi,Steel tubes,Manufacturing,India,nan,True,N,F,7/5/1950 0:00,Gupta,Saroj Rani,nan,4/4/2023 5:01,nan,nan,"1950,0","7,0","5,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2259,1200,Technology,Anthony Hall,"67,0",Australia,Melbourne,Technology,Technology,Australia,nan,True,N,M,6/27/1955 0:00,Hall,Anthony,nan,4/4/2023 5:01,nan,nan,"1955,0","6,0","27,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
2259,1200,Construction & Engineering,Fahed Hariri,"42,0",United Kingdom,London,Construction. investments,Construction & Engineering,Lebanon,nan,False,E,M,12/29/1980 0:00,Hariri,Fahed,nan,4/4/2023 5:01,nan,nan,"1980,0","12,0","29,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
2259,1200,Fashion & Retail,Richard Hayne,"75,0",United States,Philadelphia,Urban Outfitters,Fashion & Retail,United States,"Urban Outfitters Inc,",True,E,M,9/1/1947 0:00,Hayne,Richard,Chairman. President & Chief Executive Officer,4/4/2023 5:01,Pennsylvania,Northeast,"1947,0","9,0","1,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Finance & Investments,Michael Heine,"73,0",Australia,Melbourne,Financial services,Finance & Investments,Australia,nan,True,E,M,11/1/1949 0:00,Heine,Michael,nan,4/4/2023 5:01,nan,nan,"1949,0","11,0","1,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
2259,1200,Technology,Orion Hindawi,"43,0",United States,Seattle,Software,Technology,United States,Tanium,True,D,M,1/10/1980 0:00,Hindawi,Orion,CEO,4/4/2023 5:01,Washington,West,"1980,0","1,0","10,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Gambling & Casinos,Lawrence Ho,"46,0",Hong Kong,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,nan,False,R,M,1/16/1977 0:00,Ho,Lawrence,nan,4/4/2023 5:01,nan,nan,"1977,0","1,0","16,0","123,512","3,82",nan,"58,120000000000005","100,52","77,3","9,44","54,67999999999999","1397715000,0",nan,nan
2259,1200,Fashion & Retail,Huang Guanlin,"58,0",China,Ningbo,Textiles. apparel,Fashion & Retail,China,nan,True,D,M,1/1/1965 0:00,Huang,Guanlin,nan,4/4/2023 5:01,nan,nan,"1965,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Technology,Sam Hupert,"68,0",Australia,Melbourne,Technology,Technology,Australia,nan,True,N,M,12/25/1954 0:00,Hupert,Sam,nan,4/4/2023 5:01,nan,nan,"1954,0","12,0","25,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
2259,1200,Telecom,Mohammed Ibrahim,"76,0",United Kingdom,London,Communications,Telecom,United Kingdom,Mo Ibrahim Foundation,True,E,M,5/3/1946 0:00,Ibrahim,Mohammed,Founder,4/4/2023 5:01,nan,nan,"1946,0","5,0","3,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
2259,1200,Food & Beverage,Shirley Kao,"66,0",Taiwan,Tainan,Food & beverage retailing,Food & Beverage,Taiwan,nan,False,E,F,9/2/1956 0:00,Kao,Shirley,nan,4/4/2023 5:01,nan,nan,"1956,0","9,0","2,0","125,08","2,9",nan,"50,6","104,54","77,0","9,4","59,2","1391455550,8",nan,nan
2259,1200,Finance & Investments,David Kaplan,"55,0",United States,Los Angeles,Finance,Finance & Investments,United States,nan,True,N,M,8/29/1967 0:00,Kaplan,David,nan,4/4/2023 5:01,California,West,"1967,0","8,0","29,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Fashion & Retail,Kim Kardashian,"42,0",United States,Hidden Hills,Shapewear. cosmetics. reality TV,Fashion & Retail,United States,nan,True,D,F,10/21/1980 0:00,Kardashian,Kim,Personality,4/4/2023 5:01,California,West,"1980,0","10,0","21,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Manufacturing,Ke Guihua,"57,0",China,Shanghai,Auto parts,Manufacturing,China,nan,True,U,M,10/13/1965 0:00,Ke,Guihua,nan,4/4/2023 5:01,nan,nan,"1965,0","10,0","13,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Healthcare,Ke Yunfeng & family,"56,0",China,Guangzhou,Retailing,Healthcare,China,nan,True,U,M,1/1/1967 0:00,Ke,Yunfeng,nan,4/4/2023 5:01,nan,nan,"1967,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Real Estate,Alexander Klyachin,"55,0",Russia,Moscow,Real estate,Real Estate,Russia,nan,True,R,M,5/18/1967 0:00,Klyachin,Alexander,nan,4/4/2023 5:01,nan,nan,"1967,0","5,0","18,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
2259,1200,Manufacturing,Christine Knauf,"63,4",Germany,Berlin,Building materials,Manufacturing,Germany,nan,False,D,F,nan,Knauf,Christine,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
2259,1200,Manufacturing,Karl Knauf,"63,4",Germany,Iphofen,Building materials,Manufacturing,Germany,nan,False,D,M,nan,Knauf,Karl,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
2259,1200,Automotive,Suresh Krishna,"86,0",India,Chennai,Auto parts,Automotive,India,nan,False,U,M,12/24/1936 0:00,Krishna,Suresh,nan,4/4/2023 5:01,nan,nan,"1936,0","12,0","24,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2259,1200,Media & Entertainment,Guy Laliberté,"63,0",Canada,Montreal,Cirque du Soleil,Media & Entertainment,Canada,Cirque du Soleil,True,E,M,1/1/1960 0:00,Laliberté,Guy,Cofounder and CEO,4/4/2023 5:01,nan,nan,"1960,0","1,0","1,0","116,76","1,9",1.736.425.629.520 ,"68,9","100,9","81,9","12,8","24,5","36991981,0","56,130366","-106,346771"
2259,1200,Technology,Lee Su-jin,"45,0",South Korea,nan,Hospitality,Technology,South Korea,nan,True,N,M,2/1/1978 0:00,Lee,Su-jin,nan,4/4/2023 5:01,nan,nan,"1978,0","2,0","1,0","115,16","0,4",2.029.000.000.000 ,"94,3","98,1","82,6","15,6","33,2","51709098,0","35,907757","127,766922"
2259,1200,Manufacturing,Li Guoqing,"53,0",China,Hangzhou,Petro Fibre,Manufacturing,China,nan,True,D,M,2/22/1970 0:00,Li,Guoqing,nan,4/4/2023 5:01,nan,nan,"1970,0","2,0","22,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Healthcare,Li Li,"59,0",China,Shenzhen,Pharmaceuticals,Healthcare,China,nan,True,D,M,2/9/1964 0:00,Li,Li,nan,4/4/2023 5:01,nan,nan,"1964,0","2,0","9,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Healthcare,Li Ruiqiang,"43,0",China,Beijing,Medical services,Healthcare,China,nan,True,D,M,11/1/1979 0:00,Li,Ruiqiang,nan,4/4/2023 5:01,nan,nan,"1979,0","11,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Manufacturing,Zhen Li & family,"59,0",China,Hefei,Lithium batteries,Manufacturing,China,nan,True,D,M,1/23/1964 0:00,Li,Zhen,nan,4/4/2023 5:01,nan,nan,"1964,0","1,0","23,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Manufacturing,Guangwei Liang,"59,0",China,Shenzhen,Conglomerate,Manufacturing,China,nan,True,D,M,9/1/1963 0:00,Liang,Guangwei,nan,4/4/2023 5:01,nan,nan,"1963,0","9,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Energy,Liu Ming Hui,"60,0",Hong Kong,Hong Kong,Natural gas distribution,Energy,China,nan,True,D,M,1/1/1963 0:00,Liu,Ming Hui,nan,4/4/2023 5:01,nan,nan,"1963,0","1,0","1,0","144,678","3,38",nan,"50,74","103,24","76,74","10,36","60,38","1183819904,6",nan,nan
2259,1200,Technology,Frederic Luddy,"68,0",United States,San Diego,Software,Technology,United States,ServiceNow,True,D,M,11/24/1954 0:00,Luddy,Frederic,Founder and Chief Product Officer,4/4/2023 5:01,California,West,"1954,0","11,0","24,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Food & Beverage,Cargill MacMillan. III,"63,0",United States,Boulder,Cargill,Food & Beverage,United States,nan,False,D,M,12/21/1959 0:00,MacMillan,Cargill,nan,4/4/2023 5:01,Colorado,West,"1959,0","12,0","21,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Food & Beverage,John MacMillan,"73,0",United States,Plymouth,Cargill,Food & Beverage,United States,nan,False,D,M,9/20/1949 0:00,MacMillan,John,nan,4/4/2023 5:01,Minnesota,Midwest,"1949,0","9,0","20,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Food & Beverage,Martha MacMillan,"71,0",United States,Orono,Cargill,Food & Beverage,United States,nan,False,D,F,10/1/1951 0:00,MacMillan,Martha,nan,4/4/2023 5:01,Minnesota,Midwest,"1951,0","10,0","1,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Food & Beverage,William MacMillan,"68,0",United States,Englewood,Cargill,Food & Beverage,United States,nan,False,D,M,5/25/1954 0:00,MacMillan,William,nan,4/4/2023 5:01,Colorado,West,"1954,0","5,0","25,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Diversified,Keshub Mahindra,"99,0",India,Mumbai,Diversified,Diversified,India,nan,False,R,M,10/9/1923 0:00,Mahindra,Keshub,nan,4/4/2023 5:01,nan,nan,"1923,0","10,0","9,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2259,1200,Manufacturing,Mao Zhongwu,"60,0",China,Changsha,Manufacturing,Manufacturing,China,nan,True,D,M,8/13/1962 0:00,Mao,Zhongwu,nan,4/4/2023 5:01,nan,nan,"1962,0","8,0","13,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Construction & Engineering,Jorge Mas,"60,0",United States,Miami,Construction,Construction & Engineering,United States,nan,False,U,M,2/28/1963 0:00,Mas,Jorge,nan,4/4/2023 5:01,Florida,South,"1963,0","2,0","28,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Diversified,Lorinc Meszaros,"57,0",Hungary,Felcsút,Diversified,Diversified,Hungary,nan,True,E,M,2/25/1966 0:00,Meszaros,Lorinc,nan,4/4/2023 5:01,nan,nan,"1966,0","2,0","25,0","121,64","3,3",160.967.157.504 ,"48,5","100,8","75,8","23,0","37,9","9769949,0","47,162494","19,503304"
2259,1200,Technology,Jeffrey Michael & family,"66,0",United States,Minnetonka,Data management,Technology,United States,nan,True,U,M,7/18/1956 0:00,Michael,Jeffrey,nan,4/4/2023 5:01,Minnesota,Midwest,"1956,0","7,0","18,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Healthcare,Alan Miller & family,"85,0",United States,Lower Merion,Healthcare services,Healthcare,United States,nan,True,D,M,8/17/1937 0:00,Miller,Alan,nan,4/4/2023 5:01,Pennsylvania,Northeast,"1937,0","8,0","17,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Automotive,Ulrich Mommert & family,"82,0",nan,nan,Lighting,Automotive,Austria,nan,True,E,M,1/11/1941 0:00,Mommert,Ulrich,nan,4/4/2023 5:01,nan,nan,"1941,0","1,0","11,0","133,016","5,7",nan,"60,38","103,71999999999998","78,47999999999999","12,419999999999998","54,66","535875169,2",nan,nan
2259,1200,Diversified,Neide Helena de Moraes,"68,0",Brazil,Sao Paulo,Diversified,Diversified,Brazil,nan,False,D,F,2/15/1955 0:00,Moraes,Neide Helena de,nan,4/4/2023 5:01,nan,nan,"1955,0","2,0","15,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
2259,1200,Finance & Investments,Scott Nuttall,"50,0",United States,New York,Private equity,Finance & Investments,United States,nan,True,U,M,11/25/1972 0:00,Nuttall,Scott,nan,4/4/2023 5:01,New York,Northeast,"1972,0","11,0","25,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
